race_id,date,venue,race_no,surface,distance,going,horse_ratings,prize,race_class,sec_time,win_combination
1288,1/20/99,ST,7,1,1200,GOOD,100-80,1150000,2,23.23,9
1289,1/20/99,ST,8,1,1650,GOOD,80-60,850000,3,28.5,12
1290,1/23/99,ST,1,0,1400,GOOD TO YIELDING,40-0,485000,5,13.44,1
1309,1/31/99,ST,2,1,1200,FAST,60-40,625000,4,23.77,5
1314,1/31/99,ST,7,0,1400,GOOD,60-40,625000,4,13.73,4
1315,1/31/99,ST,8,1,1200,FAST,80-60,850000,3,23.47,7
1316,1/31/99,ST,9,0,1400,GOOD,80-60,850000,3,13.81,10
1317,1/31/99,ST,10,0,1600,GOOD,80-60,850000,3,24.53,14
1318,1/31/99,ST,11,0,1400,GOOD,100-80,1150000,2,13.81,14
1325,2/3/99,HV,7,0,1800,YIELDING,80-60,850000,3,13.75,3
1326,2/3/99,HV,8,0,1800,YIELDING,100-80,1150000,2,13.58,9
1327,2/7/99,ST,1,0,1000,GOOD TO YIELDING,60-40,625000,4,12.98,10
1328,2/7/99,ST,2,0,1200,GOOD TO YIELDING,60-40,625000,4,23.73,7
1340,2/10/99,HV,4,0,1200,GOOD TO FIRM,60-40,625000,4,23.8,5
1346,2/14/99,ST,2,1,1200,GOOD,40-10,485000,5,23.83,9
1347,2/14/99,ST,3,0,1200,YIELDING,60-40,625000,4,24.19,13
1348,2/14/99,ST,4,0,1200,YIELDING,60-40,625000,4,24.3,2
1349,2/14/99,ST,5,0,2000,YIELDING,80-60,850000,3,26.36,12
1350,2/14/99,ST,6,1,1650,WET FAST,60-40,625000,4,27.75,3
1351,2/14/99,ST,7,0,1400,YIELDING TO SOFT,65-40,625000,4,13.59,6
1353,2/14/99,ST,9,0,1200,SOFT,80-60,850000,3,24.5,2
1360,2/17/99,HV,7,0,1200,GOOD TO YIELDING,105-80,1400000,1,23.66,3
1361,2/17/99,HV,8,0,1200,GOOD TO YIELDING,80-60,850000,3,24.05,8
1362,2/21/99,ST,1,0,1200,GOOD,60-40,625000,4,23.86,11
1363,2/21/99,ST,2,1,1800,GOOD,40-0,485000,5,13.78,7
1380,2/24/99,HV,8,0,1800,GOOD TO YIELDING,105-80,1400000,1,13.67,2
1389,2/27/99,ST,9,0,1400,GOOD,80-60,850000,3,13.7,3
1390,2/27/99,ST,10,0,1600,GOOD,100-80,1150000,2,24.19,11
1392,3/3/99,ST,2,0,1800,GOOD TO YIELDING,40-0,485000,5,13.97,5
1411,3/7/99,HV,10,0,1650,GOOD TO FIRM,100-80,1150000,2,27.16,1
1413,3/14/99,ST,2,0,1200,YIELDING,60-40,625000,4,24.31,4
1414,3/14/99,ST,3,0,1400,YIELDING,60-40,625000,4,13.81,3
1415,3/14/99,ST,4,1,1650,WET SLOW,40-0,485000,5,28.3,13
1416,3/14/99,ST,5,1,1650,WET SLOW,60-40,625000,4,27.89,6
1417,3/14/99,ST,6,0,1200,YIELDING TO SOFT,60-40,625000,4,24.16,8
1422,3/14/99,ST,11,0,1400,YIELDING TO SOFT,85-60,850000,3,13.58,8
1423,3/18/99,ST,1,0,1000,GOOD,60-40,625000,4,13.38,1
1431,3/18/99,ST,9,0,1400,GOOD,80-60,850000,3,13.69,7
1435,3/21/99,ST,3,0,1600,GOOD TO FIRM,40-0,485000,5,25.11,8
1436,3/21/99,ST,4,1,1200,FAST,60-40,625000,4,23.75,2
1437,3/21/99,ST,5,0,1400,GOOD TO FIRM,60-40,625000,4,13.69,4
1438,3/21/99,ST,6,0,1800,GOOD TO FIRM,60-40,625000,4,13.97,11
1439,3/21/99,ST,7,1,1650,FAST,100-80,1150000,2,28.09,8
1440,3/21/99,ST,8,0,1600,GOOD TO FIRM,80-60,850000,3,24.88,4
1441,3/21/99,ST,9,1,1200,FAST,80-60,850000,3,24.02,4
1442,3/21/99,ST,10,0,1000,GOOD TO FIRM,110-85,1750000,1,13.05,11
1443,3/21/99,ST,11,0,1400,GOOD TO FIRM,80-60,850000,3,13.72,5
1444,3/24/99,HV,1,0,1800,GOOD,40-0,485000,5,13.84,12
1445,3/24/99,HV,2,0,1650,GOOD TO FIRM,60-40,625000,4,27.2,11
1446,3/24/99,HV,3,0,1200,GOOD TO FIRM,65-40,625000,4,23.53,10
1447,3/24/99,HV,4,0,1650,GOOD TO FIRM,60-40,625000,4,27.47,9
1452,3/28/99,ST,1,0,1200,GOOD,60-40,625000,4,24,2
1453,3/28/99,ST,2,0,1200,GOOD,60-40,625000,4,23.92,2
1470,3/31/99,HV,8,0,1200,GOOD TO FIRM,105-80,1400000,1,23.19,4
1474,5/23/99,ST,4,0,1200,GOOD,120-95,1750000,1,24.53,7
1475,5/23/99,ST,5,0,1400,GOOD,40-15,500000,5,13.75,7
1481,5/26/99,HV,1,0,1000,GOOD,60-40,640000,4,13.05,5
1482,5/26/99,HV,2,0,1200,GOOD,40-15,500000,5,23.72,1
1487,5/26/99,HV,7,0,1650,GOOD,60-40,640000,4,27.56,10
1488,5/26/99,HV,8,0,1000,SOFT,80-60,850000,3,12.75,1
1489,5/30/99,ST,1,0,1000,GOOD,40-15,500000,5,13.58,2
1490,5/30/99,ST,2,0,1400,GOOD,60-40,640000,4,13.95,8
1491,5/30/99,ST,3,0,1000,GOOD TO YIELDING,60-40,640000,4,13.45,1
1492,5/30/99,ST,4,0,1600,GOOD TO YIELDING,40-15,500000,5,25.11,1
1493,5/30/99,ST,5,1,1200,WET SLOW,60-40,640000,4,23.75,5
1494,5/30/99,ST,6,0,1400,GOOD TO YIELDING,60-40,640000,4,13.66,7
1495,5/30/99,ST,7,0,1000,GOOD TO YIELDING,80-60,850000,3,13.08,2
1496,5/30/99,ST,8,1,1200,WET SLOW,85-60,850000,3,23.48,8
1497,5/30/99,ST,9,0,1400,GOOD TO YIELDING,80-60,850000,3,13.77,4
1498,5/30/99,ST,10,0,1400,YIELDING,95-75,1150000,2,13.66,14
1499,6/2/99,HV,1,0,1200,GOOD,60-40,640000,4,23.67,3
1500,6/2/99,HV,2,0,1200,GOOD TO FIRM,60-40,640000,4,23.67,2
1501,6/2/99,HV,3,0,1200,GOOD TO FIRM,40-15,500000,5,23.81,8
1502,6/2/99,HV,4,0,1650,GOOD TO FIRM,60-40,640000,4,27.62,5
1507,6/5/99,ST,1,0,1000,GOOD,60-40,640000,4,13.5,3
1508,6/5/99,ST,2,0,1200,GOOD,60-40,640000,4,24.11,8
1524,6/10/99,HV,8,0,1200,GOOD,80-60,850000,3,23.66,2
1525,6/10/99,HV,9,0,1650,GOOD,100-80,1150000,2,27.8,3
1526,6/10/99,HV,10,0,1650,GOOD,80-60,850000,3,27.38,8
1535,6/13/99,ST,9,0,1400,GOOD,80-60,850000,3,13.34,5
1536,6/13/99,ST,10,0,1200,GOOD,100-80,1150000,2,24.12,8
1537,6/18/99,ST,1,0,1800,GOOD TO FIRM,80-60,850000,3,14.03,3
1538,6/18/99,ST,2,0,1200,GOOD TO FIRM,60-40,640000,4,24.2,8
1539,6/18/99,ST,3,0,1600,GOOD TO FIRM,40-15,500000,5,24.48,1
1546,6/18/99,ST,10,0,1400,GOOD TO FIRM,80-60,850000,3,13.61,2
1547,6/23/99,HV,1,0,1200,GOOD,40-15,500000,5,24.27,5
1548,6/23/99,HV,2,0,1200,GOOD,60-40,640000,4,23.72,4
1549,6/23/99,HV,3,0,1200,GOOD,60-40,640000,4,24.17,2
1555,6/27/99,ST,1,1,1200,GOOD,60-40,640000,4,23.88,9
1556,6/27/99,ST,2,0,1200,GOOD,60-40,640000,4,23.64,12
1560,6/27/99,ST,6,1,1650,WET SLOW,85-60,850000,3,28.47,6
1561,6/27/99,ST,7,1,1200,WET SLOW,105-80,1400000,1,23.39,7
1562,6/27/99,ST,8,0,1400,GOOD,80-60,850000,3,13.42,7
1563,6/27/99,ST,9,0,1200,GOOD,80-60,850000,3,23.94,3
1564,6/27/99,ST,10,0,1400,GOOD,100-80,1150000,2,13.7,7
1571,6/30/99,HV,7,0,1650,GOOD TO FIRM,80-60,850000,3,27.53,8
1572,6/30/99,HV,8,0,1650,GOOD TO FIRM,95-75,1150000,2,27.59,1
1573,7/4/99,ST,1,0,1200,GOOD TO FIRM,40-15,500000,5,23.86,1
1574,7/4/99,ST,2,0,1200,GOOD TO FIRM,60-40,640000,4,24,2
1583,7/7/99,HV,1,0,1200,GOOD TO FIRM,40-10,500000,5,24,8
1584,7/7/99,HV,2,0,1200,GOOD TO FIRM,60-40,640000,4,24.2,6
1599,7/11/99,ST,9,0,1200,GOOD TO FIRM,80-60,850000,3,23.78,6
1600,7/11/99,ST,10,0,1600,GOOD TO FIRM,80-60,850000,3,24.45,13
1608,7/18/99,HV,8,0,1800,GOOD,80-60,850000,3,13.36,7
1609,7/18/99,HV,9,0,1200,GOOD,85-60,850000,3,24.2,5
1610,7/18/99,HV,10,0,1650,GOOD,85-60,850000,3,27.48,3
1611,7/21/99,ST,1,1,1200,GOOD,60-40,640000,4,23.61,2
1612,7/21/99,ST,2,1,1200,GOOD,40-10,500000,5,23.94,1
1613,7/21/99,ST,3,1,1200,GOOD,60-40,640000,4,23.72,6
1656,8/8/99,ST,2,1,1200,GOOD,60-40,640000,4,23.78,11
1657,8/8/99,ST,3,0,1600,GOOD TO FIRM,80-60,850000,3,24.75,9
1658,8/8/99,ST,4,1,1800,GOOD,40-0,500000,5,13.91,8
1659,8/8/99,ST,5,0,1400,GOOD TO FIRM,60-40,640000,4,13.67,5
1660,8/8/99,ST,6,0,1400,GOOD TO FIRM,80-60,850000,3,13.69,11
1663,8/8/99,ST,9,0,1200,GOOD TO FIRM,80-60,850000,3,24.34,7
1665,8/11/99,HV,1,0,1000,GOOD,40-10,500000,5,13.03,4
1666,8/11/99,HV,2,0,2200,GOOD,60-40,640000,4,14.19,3
1682,8/15/99,ST,10,0,1400,GOOD TO FIRM,95-75,1150000,2,13.73,14
1686,8/18/99,HV,4,0,1650,GOOD,60-40,640000,4,28.16,3
1687,8/18/99,HV,5,0,1200,GOOD,80-60,850000,3,23.89,1
1691,8/21/99,ST,1,1,1200,GOOD,40-0,500000,5,23.49,8
1692,8/21/99,ST,2,0,1000,GOOD,60-40,640000,4,13.72,3
1693,8/21/99,ST,3,1,1800,GOOD,60-40,640000,4,13.97,7
1707,8/25/99,HV,7,0,1800,GOOD,80-60,1105000,3,13.62,8
1708,8/25/99,HV,8,0,1650,GOOD,95-75,1150000,2,28.08,6
1719,9/1/99,HV,1,0,1650,GOOD,40-0,500000,5,29.47,6
1720,9/1/99,HV,2,0,1650,GOOD,60-40,640000,4,28.72,3
1725,9/1/99,HV,7,0,1650,GOOD TO YIELDING,80-60,850000,3,28.03,9
1726,9/1/99,HV,8,0,1200,GOOD TO YIELDING,80-60,850000,3,23.77,5
2025,1/2/00,HV,6,0,1650,GOOD,65-40,640000,4,27.8,3
2026,1/2/00,HV,7,0,1200,GOOD TO YIELDING,80-60,850000,3,23.47,7
2027,1/2/00,HV,8,0,2200,GOOD TO YIELDING,105-80,1400000,1,14.33,7
2028,1/2/00,HV,9,0,1650,GOOD TO YIELDING,115-90,1750000,1,27.91,2
2029,1/2/00,HV,10,0,1800,GOOD TO YIELDING,80-60,850000,3,13.8,2
2030,1/5/00,HV,1,0,1000,GOOD,60-40,640000,4,12.77,1
2044,1/10/00,ST,7,0,1600,GOOD TO FIRM,60-40,640000,4,25.22,6
2045,1/10/00,ST,8,0,2000,GOOD TO FIRM,80-60,850000,3,26.05,5
2047,1/10/00,ST,10,0,1400,GOOD TO FIRM,80-60,850000,3,13.62,14
2048,1/10/00,ST,11,0,1400,GOOD TO FIRM,100-80,1150000,2,14,6
2049,1/16/00,ST,1,0,1200,GOOD,60-40,640000,4,24.11,2
2050,1/16/00,ST,2,0,1200,GOOD,40-20,500000,5,25,5
2066,1/19/00,HV,8,0,1650,GOOD,100-80,1150000,2,27.2,10
2068,1/22/00,ST,2,0,1600,GOOD TO FIRM,60-40,640000,4,24.31,5
2069,1/22/00,ST,3,0,1400,GOOD TO FIRM,60-40,640000,4,13.74,12
2070,1/22/00,ST,4,1,1200,GOOD,60-40,640000,4,23.73,3
2076,1/22/00,ST,10,0,1400,GOOD TO FIRM,80-60,850000,3,13.66,10
2078,1/25/00,ST,2,1,1200,GOOD,40-10,500000,5,23.78,9
2079,1/25/00,ST,3,0,1000,GOOD TO FIRM,60-40,640000,4,13.56,6
2080,1/25/00,ST,4,0,1600,GOOD TO FIRM,40-10,500000,5,25.08,2
2081,1/25/00,ST,5,0,1400,GOOD TO FIRM,60-40,640000,4,13.73,6
2082,1/25/00,ST,6,0,2200,GOOD TO FIRM,60-35,640000,4,13.8,5
2083,1/25/00,ST,7,1,1650,GOOD,60-40,640000,4,28.06,14
2084,1/25/00,ST,8,0,1000,GOOD TO FIRM,80-60,850000,3,13,8
2085,1/25/00,ST,9,1,1200,GOOD,85-60,850000,3,23.81,4
2086,1/25/00,ST,10,1,1650,GOOD,105-80,1400000,1,28.59,7
2087,1/25/00,ST,11,0,1600,GOOD TO FIRM,80-60,850000,3,25.08,14
2088,1/30/00,ST,1,0,1400,GOOD,40-0,500000,5,13.64,1
2089,1/30/00,ST,2,1,1200,WET SLOW,60-40,640000,4,23.67,2
2090,1/30/00,ST,3,0,1200,GOOD,80-60,850000,3,24.05,1
2091,1/30/00,ST,4,0,1400,GOOD,40-0,500000,5,13.72,4
2092,1/30/00,ST,5,0,1600,GOOD,60-40,640000,4,25.09,9
2093,1/30/00,ST,6,0,1400,GOOD,60-40,640000,4,13.59,14
2094,1/30/00,ST,7,1,1200,WET SLOW,80-60,850000,3,22.97,3
2095,1/30/00,ST,8,0,1400,GOOD,80-60,850000,3,13.5,1
2096,1/30/00,ST,9,0,1000,GOOD,105-80,1400000,1,13.09,11
2097,1/30/00,ST,10,1,1650,WET SLOW,80-60,850000,3,27.58,4
2098,2/2/00,HV,1,0,1200,GOOD,40-10,500000,5,24.19,9
2099,2/2/00,HV,2,0,1000,GOOD,60-40,640000,4,12.7,11
2100,2/2/00,HV,3,0,2200,GOOD,80-60,850000,3,14.59,1
2106,2/5/00,ST,1,0,1000,GOOD TO FIRM,60-40,640000,4,13.36,3
2107,2/5/00,ST,2,0,1800,GOOD TO FIRM,40-10,500000,5,13.92,10
2108,2/5/00,ST,3,0,2000,GOOD TO FIRM,100-80,1150000,2,26.44,4
2114,2/5/00,ST,9,0,1400,GOOD TO YIELDING,80-60,850000,3,13.8,12
2115,2/5/00,ST,10,0,1600,GOOD TO YIELDING,100-80,1150000,2,24.58,7
2122,2/9/00,HV,7,0,1650,GOOD,80-60,850000,3,27.75,5
2123,2/9/00,HV,8,0,1200,GOOD,100-80,1150000,2,23.84,3
2125,2/13/00,ST,2,0,1200,GOOD TO FIRM,60-40,640000,4,23.97,5
2126,2/13/00,ST,3,0,1600,GOOD TO FIRM,40-10,500000,5,24.59,1
2135,2/16/00,HV,1,0,2200,GOOD,40-0,500000,5,14.02,1
2136,2/16/00,HV,2,0,1650,GOOD,60-40,640000,4,28.89,9
2143,2/20/00,ST,1,0,1200,GOOD TO FIRM,40-10,500000,5,24.52,12
2144,2/20/00,ST,2,1,1200,GOOD,60-40,640000,4,23.95,6
2145,2/20/00,ST,3,0,1200,GOOD TO FIRM,60-40,640000,4,24.83,5
2146,2/20/00,ST,4,0,1400,GOOD TO FIRM,60-40,640000,4,13.42,11
2147,2/20/00,ST,5,0,1800,GOOD TO FIRM,60-40,640000,4,13.84,10
2148,2/20/00,ST,6,1,1650,GOOD,85-60,850000,3,27.77,2
2149,2/20/00,ST,7,0,1200,GOOD TO FIRM,80-60,850000,3,23.86,5
2176,3/1/00,HV,6,0,1200,GOOD,80-60,850000,3,23.92,8
2177,3/1/00,HV,7,0,1000,GOOD,110-85,1750000,1,12.74,8
2178,3/1/00,HV,8,0,1650,GOOD,100-80,1150000,2,27.53,9
2180,3/5/00,ST,2,1,1650,GOOD,40-0,500000,5,28.39,6
2181,3/5/00,ST,3,0,1400,GOOD,60-40,640000,4,13.49,5
2182,3/5/00,ST,4,0,1200,GOOD,80-60,850000,3,24.31,7
2183,3/5/00,ST,5,0,1400,GOOD TO FIRM,60-40,640000,4,13.56,7
2184,3/5/00,ST,6,1,1200,GOOD,65-40,640000,4,23.77,6
2185,3/5/00,ST,7,0,1400,GOOD TO FIRM,80-60,850000,3,13.8,14
2187,3/5/00,ST,9,0,1800,GOOD TO FIRM,80-60,850000,3,14.02,1
2188,3/5/00,ST,10,1,1200,GOOD,100-80,1150000,2,23.33,8
2189,3/5/00,ST,11,0,1800,GOOD TO FIRM,100-80,1150000,2,13.94,6
2190,3/8/00,HV,1,0,1200,GOOD TO YIELDING,40-10,500000,5,23.8,1
2191,3/8/00,HV,2,0,1650,GOOD TO YIELDING,60-40,640000,4,27.5,5
2196,3/8/00,HV,7,0,1200,YIELDING,80-60,850000,3,24.02,7
2197,3/8/00,HV,8,0,1650,YIELDING,80-60,850000,3,27.64,10
2198,3/12/00,ST,1,0,1000,GOOD,60-40,640000,4,13.47,2
2207,3/12/00,ST,10,0,1400,GOOD,100-80,1150000,2,13.38,9
2209,3/17/00,ST,2,0,1200,GOOD TO YIELDING,40-0,500000,5,23.88,10
2210,3/17/00,ST,3,1,1650,WET SLOW,60-40,640000,4,27.67,14
2211,3/17/00,ST,4,0,1200,GOOD TO YIELDING,60-40,640000,4,24.09,4
2212,3/17/00,ST,5,1,1200,WET SLOW,80-60,850000,3,23.81,12
2213,3/17/00,ST,6,0,1400,GOOD TO YIELDING,60-40,640000,4,13.61,9
2214,3/17/00,ST,7,0,1800,GOOD TO YIELDING,60-40,640000,4,13.88,6
2215,3/17/00,ST,8,0,1200,GOOD,110-85,1750000,1,23.58,6
2216,3/17/00,ST,9,0,1800,GOOD,80-60,850000,3,13.84,7
2217,3/17/00,ST,10,0,1400,GOOD,80-60,850000,3,13.48,8
2218,3/17/00,ST,11,1,1650,WET SLOW,105-80,1400000,1,27.58,7
2219,3/22/00,HV,1,0,1650,GOOD TO FIRM,40-0,500000,5,27.89,7
2220,3/22/00,HV,2,0,1000,GOOD TO FIRM,60-40,640000,4,12.91,1
2227,3/26/00,ST,1,0,1600,GOOD TO FIRM,40-0,500000,5,25.09,3
2228,3/26/00,ST,2,0,1200,GOOD TO FIRM,60-40,640000,4,23.86,14
2229,3/26/00,ST,3,0,1400,GOOD TO FIRM,40-20,500000,5,13.27,6
2237,3/26/00,ST,11,0,1400,GOOD TO FIRM,100-80,1150000,2,13.31,10
2238,5/28/00,ST,1,0,1200,GOOD,40-15,525000,5,24.11,14
2239,5/28/00,ST,2,0,1400,GOOD,40-15,525000,5,13.55,2
2255,5/31/00,HV,8,0,1200,GOOD,100-80,1200000,2,23.84,8
2320,6/25/00,ST,11,0,1400,GOOD,80-60,900000,3,13.62,10
2323,6/28/00,HV,3,0,1650,GOOD TO YIELDING,60-40,675000,4,27.77,2
2324,6/28/00,HV,4,0,1200,GOOD TO YIELDING,60-40,675000,4,23.84,5
2325,6/28/00,HV,5,0,1800,YIELDING,80-60,900000,3,13.95,5
2326,6/28/00,HV,6,0,1650,YIELDING,80-60,900000,3,27.66,9
2329,7/2/00,ST,1,0,2000,GOOD,40-10,525000,5,26.39,3
2330,7/2/00,ST,2,0,1000,GOOD,60-40,675000,4,13.62,4
2331,7/2/00,ST,3,0,1800,GOOD,60-40,675000,4,14.36,4
2357,7/12/00,HV,1,0,1200,GOOD,40-10,525000,5,23.72,10
2366,7/16/00,ST,2,0,1400,GOOD,40-10,525000,5,13.39,9
2367,7/16/00,ST,3,0,1200,GOOD,60-40,675000,4,23.75,5
2375,7/16/00,ST,11,0,1400,GOOD,100-80,1200000,2,13.33,13
2376,7/22/00,ST,1,0,1200,GOOD TO FIRM,60-40,675000,4,23.91,1
2377,7/22/00,ST,2,0,1600,GOOD TO FIRM,40-0,525000,5,25.38,5
2378,7/22/00,ST,3,0,1000,GOOD TO FIRM,60-40,675000,4,13.48,5
2379,7/22/00,ST,4,1,1800,GOOD,60-40,675000,4,14,13
2380,7/22/00,ST,5,0,1400,GOOD TO FIRM,60-40,675000,4,13.33,11
2381,7/22/00,ST,6,0,1400,GOOD TO FIRM,80-60,900000,3,13.69,9
2382,7/22/00,ST,7,1,1200,GOOD,80-60,900000,3,23.86,8
2383,7/22/00,ST,8,0,1000,GOOD TO FIRM,80-60,900000,3,13.22,1
2392,7/26/00,HV,7,0,1650,GOOD TO YIELDING,80-60,900000,3,27.48,10
2393,7/26/00,HV,8,0,1800,GOOD TO YIELDING,100-80,1200000,2,13.53,1
2401,7/30/00,ST,8,0,1400,GOOD,105-80,1400000,1,13.5,2
2402,7/30/00,ST,9,0,1600,GOOD,80-60,900000,3,24.92,8
2403,7/30/00,ST,10,0,1200,GOOD,100-80,1200000,2,24.17,6
2404,8/2/00,HV,1,0,1650,GOOD,40-10,525000,5,28.02,5
2405,8/2/00,HV,2,0,1000,GOOD,60-40,675000,4,12.77,8
2412,8/6/00,ST,1,0,1400,GOOD,60-40,675000,4,13.59,6
2413,8/6/00,ST,2,0,1800,GOOD,40-0,525000,5,14.08,2
2428,8/9/00,HV,7,0,1650,GOOD,100-80,1200000,2,28.02,1
2429,8/9/00,HV,8,0,1650,GOOD,80-60,900000,3,27.97,2